Tag	tagOccurNum	tagTitleOccurNum	tagBodyOccurNum	titleRatio	bodyRatio	totalRatio
mysql-5.0	8	2	4	5	0.25	0.5	0.625
mysql-5.1	7	6	5	6	0.8571428571428571	0.7142857142857143	0.8571428571428571
gray-code	8	7	8	8	0.875	1.0	1.0
dbus	151	91	128	134	0.6026490066225165	0.847682119205298	0.8874172185430463
posts	75	48	65	69	0.64	0.8666666666666667	0.92
sources	27	17	22	25	0.6296296296296297	0.8148148148148148	0.9259259259259259
restitution	2	2	2	2	1.0	1.0	1.0
tablespace	30	24	28	28	0.8	0.9333333333333333	0.9333333333333333
menuitem-selection	5	0	0	0	0.0	0.0	0.0
hasone	12	11	12	12	0.9166666666666666	1.0	1.0
unresolved	33	18	18	24	0.5454545454545454	0.5454545454545454	0.7272727272727273
func	83	66	78	81	0.7951807228915663	0.9397590361445783	0.9759036144578314
nsscrollview	108	63	85	92	0.5833333333333334	0.7870370370370371	0.8518518518518519
recursion	2631	683	891	1119	0.2595971113645002	0.338654503990878	0.42531356898517675
bounding-sphere	1	1	1	1	1.0	1.0	1.0
remoteapp	10	8	7	9	0.8	0.7	0.9
cwrsync	10	2	6	6	0.2	0.6	0.6
patchgeneration	4	0	0	0	0.0	0.0	0.0
visitors	19	8	11	11	0.42105263157894735	0.5789473684210527	0.5789473684210527
spring-json	5	3	5	5	0.6	1.0	1.0
dynamic-forms	63	7	9	13	0.1111111111111111	0.14285714285714285	0.20634920634920634
bubble-sort	47	37	43	45	0.7872340425531915	0.9148936170212766	0.9574468085106383
parsec	53	43	44	51	0.8113207547169812	0.8301886792452831	0.9622641509433962
mtrace	4	4	4	4	1.0	1.0	1.0
slots	25	13	19	22	0.52	0.76	0.88
browser-compatibility	754	43	62	92	0.05702917771883289	0.08222811671087533	0.1220159151193634
diagram	425	305	361	392	0.7176470588235294	0.8494117647058823	0.9223529411764706
repetition	46	17	24	27	0.3695652173913043	0.5217391304347826	0.5869565217391305
simulated-annealing	24	13	23	24	0.5416666666666666	0.9583333333333334	1.0
modularization	16	5	7	8	0.3125	0.4375	0.5
paper	40	27	36	38	0.675	0.9	0.95
virus	110	66	93	97	0.6	0.8454545454545455	0.8818181818181818
msyql-error-1064	1	0	0	0	0.0	0.0	0.0
hanging	35	16	15	24	0.45714285714285713	0.42857142857142855	0.6857142857142857
stringio	26	17	26	26	0.6538461538461539	1.0	1.0
spam-blocking	25	0	1	1	0.0	0.04	0.04
equality	258	112	129	163	0.43410852713178294	0.5	0.6317829457364341
3dsmax	65	10	11	15	0.15384615384615385	0.16923076923076924	0.23076923076923078
full	73	56	53	66	0.7671232876712328	0.726027397260274	0.9041095890410958
pylint	75	61	71	73	0.8133333333333334	0.9466666666666667	0.9733333333333334
encoder	73	33	58	60	0.4520547945205479	0.7945205479452054	0.821917808219178
django-trunk	2	2	2	2	1.0	1.0	1.0
sp-msforeachdb	7	4	5	5	0.5714285714285714	0.7142857142857143	0.7142857142857143
vertical-text	3	3	3	3	1.0	1.0	1.0
scriptdata	3	3	3	3	1.0	1.0	1.0
event-listener	19	13	13	15	0.6842105263157895	0.6842105263157895	0.7894736842105263
problem-solving	242	20	42	50	0.08264462809917356	0.17355371900826447	0.2066115702479339
mfcc	6	6	6	6	1.0	1.0	1.0
work-life-balance	5	1	1	1	0.2	0.2	0.2
multiple-models	18	9	3	10	0.5	0.16666666666666666	0.5555555555555556
keyeventargs	10	5	9	9	0.5	0.9	0.9
decidable	5	2	4	4	0.4	0.8	0.8
desktop-application	630	185	314	353	0.29365079365079366	0.4984126984126984	0.5603174603174603
utils	8	1	5	5	0.125	0.625	0.625
cextension	3	0	0	0	0.0	0.0	0.0
smart-quotes	17	9	10	14	0.5294117647058824	0.5882352941176471	0.8235294117647058
er-diagram	6	5	4	5	0.8333333333333334	0.6666666666666666	0.8333333333333334
window-resize	37	16	29	30	0.43243243243243246	0.7837837837837838	0.8108108108108109
visio	273	212	234	264	0.7765567765567766	0.8571428571428571	0.967032967032967
forward-compatibility	12	0	1	1	0.0	0.08333333333333333	0.08333333333333333
occurences	23	9	3	9	0.391304347826087	0.13043478260869565	0.391304347826087
fest	11	7	11	11	0.6363636363636364	1.0	1.0
socketstream	1	1	1	1	1.0	1.0	1.0
church-encoding	4	0	0	0	0.0	0.0	0.0
geshi	16	10	13	15	0.625	0.8125	0.9375
userscripts	107	10	19	24	0.09345794392523364	0.17757009345794392	0.22429906542056074
hibernateexception	5	2	2	3	0.4	0.4	0.6
deep-copy	127	73	92	103	0.5748031496062992	0.7244094488188977	0.8110236220472441
statsvn	3	2	3	3	0.6666666666666666	1.0	1.0
template-matching	12	6	9	9	0.5	0.75	0.75
system-clock	5	3	5	5	0.6	1.0	1.0
information-retrieval	181	10	28	31	0.055248618784530384	0.15469613259668508	0.1712707182320442
d-star	3	0	1	1	0.0	0.3333333333333333	0.3333333333333333
acts-as-list	14	12	13	14	0.8571428571428571	0.9285714285714286	1.0
device-name	5	2	4	4	0.4	0.8	0.8
soaphttpclientprotocol	10	7	10	10	0.7	1.0	1.0
sourceforge	74	50	68	73	0.6756756756756757	0.918918918918919	0.9864864864864865
mdbg	8	8	8	8	1.0	1.0	1.0
resultevent	3	1	3	3	0.3333333333333333	1.0	1.0
git-filter-branch	45	8	32	34	0.17777777777777778	0.7111111111111111	0.7555555555555555
previewmousemove	1	1	1	1	1.0	1.0	1.0
eventqueue	11	4	9	9	0.36363636363636365	0.8181818181818182	0.8181818181818182
wlanapi	14	2	6	7	0.14285714285714285	0.42857142857142855	0.5
statspack	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
pcap	135	93	125	129	0.6888888888888889	0.9259259259259259	0.9555555555555556
shlex	5	5	5	5	1.0	1.0	1.0
mongokit	14	10	13	14	0.7142857142857143	0.9285714285714286	1.0
apache-license	43	17	30	33	0.3953488372093023	0.6976744186046512	0.7674418604651163
multiple-selectors	7	0	1	1	0.0	0.14285714285714285	0.14285714285714285
dcomcnfg	2	1	2	2	0.5	1.0	1.0
flowcharts	16	4	6	6	0.25	0.375	0.375
videotag	5	0	2	2	0.0	0.4	0.4
rxpath	1	1	1	1	1.0	1.0	1.0
geocoding	519	140	182	229	0.2697495183044316	0.35067437379576105	0.441233140655106
thor	37	32	35	36	0.8648648648648649	0.9459459459459459	0.972972972972973
midas-server	7	0	1	1	0.0	0.14285714285714285	0.14285714285714285
last-child	17	12	14	14	0.7058823529411765	0.8235294117647058	0.8235294117647058
xaml-editor	5	3	3	4	0.6	0.6	0.8
background	1930	1451	1775	1833	0.7518134715025907	0.9196891191709845	0.949740932642487
fileresult	11	6	6	8	0.5454545454545454	0.5454545454545454	0.7272727272727273
toolbar	468	364	421	433	0.7777777777777778	0.8995726495726496	0.9252136752136753
box2d-iphone	70	10	18	23	0.14285714285714285	0.2571428571428571	0.32857142857142857
jscrollpane	449	331	388	415	0.7371937639198218	0.8641425389755011	0.9242761692650334
partcover	38	32	37	37	0.8421052631578947	0.9736842105263158	0.9736842105263158
rule-engine	101	47	67	72	0.46534653465346537	0.6633663366336634	0.7128712871287128
syntax-highlighting	718	235	313	367	0.32729805013927576	0.435933147632312	0.5111420612813371
zune-hd	6	6	5	6	1.0	0.8333333333333334	1.0
pngcrush	5	5	4	5	1.0	0.8	1.0
fileapi	48	4	12	12	0.08333333333333333	0.25	0.25
low-latency	41	16	29	29	0.3902439024390244	0.7073170731707317	0.7073170731707317
mpiexec	4	2	3	3	0.5	0.75	0.75
aquaticprime	6	2	5	5	0.3333333333333333	0.8333333333333334	0.8333333333333334
migrator.net	2	0	0	0	0.0	0.0	0.0
serverfbml	12	3	10	10	0.25	0.8333333333333334	0.8333333333333334
hextiles	15	1	2	2	0.06666666666666667	0.13333333333333333	0.13333333333333333
onmouseout	49	21	37	37	0.42857142857142855	0.7551020408163265	0.7551020408163265
development-mode	5	4	5	5	0.8	1.0	1.0
type-theory	15	3	3	4	0.2	0.2	0.26666666666666666
dsl-tools	55	13	22	26	0.23636363636363636	0.4	0.4727272727272727
against	17	13	16	16	0.7647058823529411	0.9411764705882353	0.9411764705882353
time-and-attendance	8	0	2	2	0.0	0.25	0.25
evaluation-function	3	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666
sqliteopenhelper	11	8	10	11	0.7272727272727273	0.9090909090909091	1.0
nsbezierpath	28	10	21	22	0.35714285714285715	0.75	0.7857142857142857
arcgis-server	30	5	19	21	0.16666666666666666	0.6333333333333333	0.7
qnetworkaccessmanager	49	14	33	33	0.2857142857142857	0.673469387755102	0.673469387755102
terminate	119	62	92	98	0.5210084033613446	0.773109243697479	0.8235294117647058
pydev	345	221	299	320	0.6405797101449275	0.8666666666666667	0.927536231884058
guid-generation	2	0	0	0	0.0	0.0	0.0
project-management-tools	38	2	6	6	0.05263157894736842	0.15789473684210525	0.15789473684210525
avrdude	11	5	8	8	0.45454545454545453	0.7272727272727273	0.7272727272727273
load-testing	214	81	89	121	0.37850467289719625	0.4158878504672897	0.5654205607476636
excanvas	30	20	28	28	0.6666666666666666	0.9333333333333333	0.9333333333333333
httpforbiddenhandler	5	2	2	2	0.4	0.4	0.4
create-element	13	5	12	12	0.38461538461538464	0.9230769230769231	0.9230769230769231
typeerror	97	50	83	89	0.5154639175257731	0.8556701030927835	0.9175257731958762
decrypt	88	64	76	82	0.7272727272727273	0.8636363636363636	0.9318181818181818
thread-dump	20	16	17	18	0.8	0.85	0.9
mozilla-chrome	2	0	2	2	0.0	1.0	1.0
roaming	14	11	13	14	0.7857142857142857	0.9285714285714286	1.0
inner-classes	232	56	86	100	0.2413793103448276	0.3706896551724138	0.43103448275862066
project-rename	13	4	7	7	0.3076923076923077	0.5384615384615384	0.5384615384615384
asynchronous-pages	4	1	0	1	0.25	0.0	0.25
sendgrid	41	23	35	36	0.5609756097560976	0.8536585365853658	0.8780487804878049
language-design	607	26	149	157	0.042833607907743	0.24546952224052718	0.2586490939044481
w3c-validation	176	17	39	49	0.09659090909090909	0.2215909090909091	0.2784090909090909
paginate	51	28	39	44	0.5490196078431373	0.7647058823529411	0.8627450980392157
metawhere	6	6	5	6	1.0	0.8333333333333334	1.0
webservicescore	1	0	0	0	0.0	0.0	0.0
content-tag	3	2	3	3	0.6666666666666666	1.0	1.0
asynccallback	26	8	16	16	0.3076923076923077	0.6153846153846154	0.6153846153846154
approximate	10	8	8	8	0.8	0.8	0.8
common-table-expression	217	34	40	56	0.15668202764976957	0.18433179723502305	0.25806451612903225
standardized	4	3	2	3	0.75	0.5	0.75
performance-estimation	6	1	1	1	0.16666666666666666	0.16666666666666666	0.16666666666666666
structure	632	388	459	536	0.6139240506329114	0.7262658227848101	0.8481012658227848
perl-hash	4	2	3	3	0.5	0.75	0.75
htmlfill	4	0	2	2	0.0	0.5	0.5
selenium-rc	614	225	379	429	0.36644951140065146	0.6172638436482085	0.6986970684039088
initwithstyle	5	2	5	5	0.4	1.0	1.0
istringstream	8	6	8	8	0.75	1.0	1.0
thinkpad	4	2	3	3	0.5	0.75	0.75
minimumosversion	4	3	3	3	0.75	0.75	0.75
russian	33	23	31	32	0.696969696969697	0.9393939393939394	0.9696969696969697
levelscheme	3	2	1	2	0.6666666666666666	0.3333333333333333	0.6666666666666666
domain-service-class	2	1	2	2	0.5	1.0	1.0
mvc-mini-profiler	76	62	67	71	0.8157894736842105	0.881578947368421	0.9342105263157895
mxunit	4	1	3	3	0.25	0.75	0.75
delivery	48	18	27	29	0.375	0.5625	0.6041666666666666
ruby-koans	30	13	25	27	0.43333333333333335	0.8333333333333334	0.9
iban	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
spellcheck	8	8	6	8	1.0	0.75	1.0
cbitmap	5	2	4	4	0.4	0.8	0.8
hornget	1	1	1	1	1.0	1.0	1.0
pbxt	3	3	3	3	1.0	1.0	1.0
rownum	27	18	25	25	0.6666666666666666	0.9259259259259259	0.9259259259259259
ccnet-config	68	4	33	34	0.058823529411764705	0.4852941176470588	0.5
uboot	17	6	9	9	0.35294117647058826	0.5294117647058824	0.5294117647058824
railscasts	56	7	37	41	0.125	0.6607142857142857	0.7321428571428571
thread-safe	39	30	30	36	0.7692307692307693	0.7692307692307693	0.9230769230769231
httpclient-4.x	16	1	0	1	0.0625	0.0	0.0625
unreachable-statement	3	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666
corflags	11	6	9	10	0.5454545454545454	0.8181818181818182	0.9090909090909091
oembed	28	21	27	27	0.75	0.9642857142857143	0.9642857142857143
sqltools	4	0	0	0	0.0	0.0	0.0
exam-70-536	27	13	19	22	0.48148148148148145	0.7037037037037037	0.8148148148148148
sd-card	276	204	257	266	0.7391304347826086	0.9311594202898551	0.9637681159420289
textmatching	12	0	0	0	0.0	0.0	0.0
reindex	2	2	2	2	1.0	1.0	1.0
xbutton	1	0	1	1	0.0	1.0	1.0
source-tree	1	1	1	1	1.0	1.0	1.0
django-search-lucene	2	1	1	1	0.5	0.5	0.5
vrml	19	13	18	18	0.6842105263157895	0.9473684210526315	0.9473684210526315
translator	22	13	16	17	0.5909090909090909	0.7272727272727273	0.7727272727272727
ebay-lms	6	0	4	4	0.0	0.6666666666666666	0.6666666666666666
autosave	57	16	24	27	0.2807017543859649	0.42105263157894735	0.47368421052631576
python-subprocess-module	2	0	0	0	0.0	0.0	0.0
xml-sitemap	3	0	3	3	0.0	1.0	1.0
client-id	2	2	2	2	1.0	1.0	1.0
groupwork	2	0	0	0	0.0	0.0	0.0
wolframalpha	11	2	6	6	0.18181818181818182	0.5454545454545454	0.5454545454545454
unminify	2	1	2	2	0.5	1.0	1.0
feof	12	9	11	12	0.75	0.9166666666666666	1.0
mdns	13	7	9	9	0.5384615384615384	0.6923076923076923	0.6923076923076923
rackspace-cloud	62	26	42	46	0.41935483870967744	0.6774193548387096	0.7419354838709677
t4-toolbox	11	6	9	9	0.5454545454545454	0.8181818181818182	0.8181818181818182
fenv	2	0	2	2	0.0	1.0	1.0
file-generation	5	0	0	0	0.0	0.0	0.0
rhino-mocks-aaa	1	0	0	0	0.0	0.0	0.0
thin	120	84	116	118	0.7	0.9666666666666667	0.9833333333333333
incremental	66	47	42	53	0.7121212121212122	0.6363636363636364	0.803030303030303
email-address	28	16	18	21	0.5714285714285714	0.6428571428571429	0.75
this	568	438	559	563	0.7711267605633803	0.9841549295774648	0.9911971830985915
ajax-request	11	5	9	9	0.45454545454545453	0.8181818181818182	0.8181818181818182
my-recent-documents	2	1	1	1	0.5	0.5	0.5
serializationbinder	2	0	2	2	0.0	1.0	1.0
y-combinator	20	13	16	16	0.65	0.8	0.8
divide-and-conquer	23	13	16	18	0.5652173913043478	0.6956521739130435	0.782608695652174
simpletabcontrol	4	0	0	0	0.0	0.0	0.0
keyboard-layout	69	35	45	48	0.5072463768115942	0.6521739130434783	0.6956521739130435
nested-resources	65	23	40	48	0.35384615384615387	0.6153846153846154	0.7384615384615385
second-level-cache	129	40	68	73	0.31007751937984496	0.5271317829457365	0.5658914728682171
affiliate	51	29	37	40	0.5686274509803921	0.7254901960784313	0.7843137254901961
bitfoo	5	0	0	0	0.0	0.0	0.0
python-server-pages	9	4	3	4	0.4444444444444444	0.3333333333333333	0.4444444444444444
graphics-card	2	1	2	2	0.5	1.0	1.0
minecraft	48	13	42	44	0.2708333333333333	0.875	0.9166666666666666
scrollrect	3	2	3	3	0.6666666666666666	1.0	1.0
jzlib	3	2	3	3	0.6666666666666666	1.0	1.0
python-socketserver	7	2	4	5	0.2857142857142857	0.5714285714285714	0.7142857142857143
bulk-insert	9	5	7	8	0.5555555555555556	0.7777777777777778	0.8888888888888888
mdpi	6	2	6	6	0.3333333333333333	1.0	1.0
http-headers	1421	169	527	568	0.11893033075299085	0.37086558761435606	0.39971850809289233
coolthreads	2	1	1	1	0.5	0.5	0.5
sql-server-2008r2-express	33	0	2	2	0.0	0.06060606060606061	0.06060606060606061
image-zoom	36	19	31	32	0.5277777777777778	0.8611111111111112	0.8888888888888888
raster	65	37	52	57	0.5692307692307692	0.8	0.8769230769230769
recognizer	7	4	4	5	0.5714285714285714	0.5714285714285714	0.7142857142857143
electronic-signature	8	5	6	6	0.625	0.75	0.75
codecave	10	2	4	4	0.2	0.4	0.4
bad-function-call	1	1	1	1	1.0	1.0	1.0
local-processing	1	0	1	1	0.0	1.0	1.0
ajaxmin	5	3	4	4	0.6	0.8	0.8
region-management	4	0	0	0	0.0	0.0	0.0
nokia-s40	5	2	2	3	0.4	0.4	0.6
metamodel	20	9	15	17	0.45	0.75	0.85
clienthttpstack	3	0	0	0	0.0	0.0	0.0
ansi	259	144	191	215	0.555984555984556	0.7374517374517374	0.8301158301158301
vendor-neutrality	6	0	1	1	0.0	0.16666666666666666	0.16666666666666666
file-encodings	13	2	2	3	0.15384615384615385	0.15384615384615385	0.23076923076923078
torque	22	9	16	17	0.4090909090909091	0.7272727272727273	0.7727272727272727
warcraft	8	6	6	7	0.75	0.75	0.875
atomic-values	4	0	0	0	0.0	0.0	0.0
jdownloader	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
clustered-index	121	69	103	104	0.5702479338842975	0.8512396694214877	0.859504132231405
transactionmanager	12	5	8	9	0.4166666666666667	0.6666666666666666	0.75
like-keyword	10	0	1	1	0.0	0.1	0.1
l2-cache	10	7	7	8	0.7	0.7	0.8
anti	7	6	5	7	0.8571428571428571	0.7142857142857143	1.0
html-anchor	19	2	9	10	0.10526315789473684	0.47368421052631576	0.5263157894736842
brainteaser	24	3	3	5	0.125	0.125	0.20833333333333334
mdsd	6	2	4	4	0.3333333333333333	0.6666666666666666	0.6666666666666666
ants	12	6	10	10	0.5	0.8333333333333334	0.8333333333333334
intervals	26	12	14	17	0.46153846153846156	0.5384615384615384	0.6538461538461539
favorite	7	6	5	6	0.8571428571428571	0.7142857142857143	0.8571428571428571
rationalpublishingengine	1	0	0	0	0.0	0.0	0.0
lossless-compression	20	4	7	8	0.2	0.35	0.4
error-reporting	122	37	71	77	0.30327868852459017	0.5819672131147541	0.6311475409836066
database-schema	295	68	106	128	0.2305084745762712	0.3593220338983051	0.43389830508474575
net-http	19	7	18	18	0.3684210526315789	0.9473684210526315	0.9473684210526315
loops	3800	288	525	677	0.07578947368421053	0.13815789473684212	0.1781578947368421
r.java-file	32	8	22	22	0.25	0.6875	0.6875
google-static-maps	19	8	15	16	0.42105263157894735	0.7894736842105263	0.8421052631578947
git-daemon	5	3	4	4	0.6	0.8	0.8
spark-view-engine	160	72	100	120	0.45	0.625	0.75
parrot	14	11	13	13	0.7857142857142857	0.9285714285714286	0.9285714285714286
installscript	35	15	25	27	0.42857142857142855	0.7142857142857143	0.7714285714285715
fault	96	73	87	91	0.7604166666666666	0.90625	0.9479166666666666
autosys	16	16	14	16	1.0	0.875	1.0
usagepatterns	2	0	0	0	0.0	0.0	0.0
xsd2code	16	6	12	12	0.375	0.75	0.75
pcre	307	99	127	155	0.32247557003257327	0.41368078175895767	0.504885993485342
boost-asio	501	335	431	461	0.6686626746506986	0.8602794411177644	0.9201596806387226
custom-method	13	10	7	11	0.7692307692307693	0.5384615384615384	0.8461538461538461
git-rebase	98	49	75	82	0.5	0.7653061224489796	0.8367346938775511
unauthorizedaccessexcepti	11	8	8	9	0.7272727272727273	0.7272727272727273	0.8181818181818182
quake	4	2	4	4	0.5	1.0	1.0
mysqldumpslow	6	2	3	3	0.3333333333333333	0.5	0.5
information-security	4	1	2	2	0.25	0.5	0.5
thai	4	4	4	4	1.0	1.0	1.0
spectral-density	4	1	3	3	0.25	0.75	0.75
executemany	6	6	6	6	1.0	1.0	1.0
loose	6	4	4	5	0.6666666666666666	0.6666666666666666	0.8333333333333334
directsound	67	34	54	57	0.5074626865671642	0.8059701492537313	0.8507462686567164
datasourceview	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
interceptor	197	122	165	169	0.6192893401015228	0.8375634517766497	0.8578680203045685
pcsc	9	2	4	4	0.2222222222222222	0.4444444444444444	0.4444444444444444
http.sys	9	8	7	9	0.8888888888888888	0.7777777777777778	1.0
power-commands	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
srp-protocol	3	0	1	1	0.0	0.3333333333333333	0.3333333333333333
exam-70-564	2	2	2	2	1.0	1.0	1.0
soapui	212	113	159	171	0.5330188679245284	0.75	0.8066037735849056
classlist	1	1	1	1	1.0	1.0	1.0
phpthumb	32	21	29	29	0.65625	0.90625	0.90625
cexception	2	0	1	1	0.0	0.5	0.5
virtual-machine	363	139	227	246	0.38292011019283745	0.6253443526170799	0.6776859504132231
networkx	58	37	49	55	0.6379310344827587	0.8448275862068966	0.9482758620689655
opticalflow	18	1	3	4	0.05555555555555555	0.16666666666666666	0.2222222222222222
watermark	156	115	137	144	0.7371794871794872	0.8782051282051282	0.9230769230769231
tribool	2	1	1	1	0.5	0.5	0.5
palm-pre2	4	1	1	1	0.25	0.25	0.25
templatetag	5	3	3	4	0.6	0.6	0.8
intellisense	783	568	648	693	0.7254150702426565	0.8275862068965517	0.8850574712643678
type-coercion	16	5	5	7	0.3125	0.3125	0.4375
string.format	77	54	68	72	0.7012987012987013	0.8831168831168831	0.935064935064935
document-based	28	16	22	23	0.5714285714285714	0.7857142857142857	0.8214285714285714
iana	2	0	2	2	0.0	1.0	1.0
weaknesses	3	0	2	2	0.0	0.6666666666666666	0.6666666666666666
hg-git	15	12	15	15	0.8	1.0	1.0
jsfri	3	0	0	0	0.0	0.0	0.0
infinity	44	31	35	39	0.7045454545454546	0.7954545454545454	0.8863636363636364
tigris	2	1	0	1	0.5	0.0	0.5
custom-tools	4	0	1	1	0.0	0.25	0.25
jsbuilder	2	1	2	2	0.5	1.0	1.0
webbbrowser	2	0	0	0	0.0	0.0	0.0
threat-model	2	1	1	1	0.5	0.5	0.5
directfb	17	12	15	15	0.7058823529411765	0.8823529411764706	0.8823529411764706
cursoradapter	25	12	21	21	0.48	0.84	0.84
feed	361	263	330	342	0.7285318559556787	0.9141274238227147	0.9473684210526315
eruby	12	6	10	10	0.5	0.8333333333333334	0.8333333333333334
webdev.webserver	30	10	15	17	0.3333333333333333	0.5	0.5666666666666667
dcom	116	64	95	99	0.5517241379310345	0.8189655172413793	0.853448275862069
ubuntu-9.04	63	13	27	32	0.20634920634920634	0.42857142857142855	0.5079365079365079
dcop	4	1	3	3	0.25	0.75	0.75
ultraedit	21	9	18	19	0.42857142857142855	0.8571428571428571	0.9047619047619048
common-tasks	3	0	1	1	0.0	0.3333333333333333	0.3333333333333333
formatprovider	2	0	1	1	0.0	0.5	0.5
fees	4	1	2	2	0.25	0.5	0.5
highdpi	11	0	0	0	0.0	0.0	0.0
build-definition	11	8	10	10	0.7272727272727273	0.9090909090909091	0.9090909090909091
permalinks	154	60	79	94	0.38961038961038963	0.512987012987013	0.6103896103896104
debug-print	3	2	3	3	0.6666666666666666	1.0	1.0
infinite	83	55	56	68	0.6626506024096386	0.6746987951807228	0.8192771084337349
genealogy	18	5	7	9	0.2777777777777778	0.3888888888888889	0.5
parallel-processing	756	42	114	133	0.05555555555555555	0.15079365079365079	0.17592592592592593
organic	9	5	5	7	0.5555555555555556	0.5555555555555556	0.7777777777777778
calculus	41	12	12	17	0.2926829268292683	0.2926829268292683	0.4146341463414634
luntbuild	7	5	5	6	0.7142857142857143	0.7142857142857143	0.8571428571428571
earlybinding	5	0	0	0	0.0	0.0	0.0
perl-regex	4	1	1	1	0.25	0.25	0.25
webdriver	333	212	254	284	0.6366366366366366	0.7627627627627628	0.8528528528528528
project-structure	64	21	29	35	0.328125	0.453125	0.546875
iphone-keypad	2	0	0	0	0.0	0.0	0.0
application-hang	6	4	3	4	0.6666666666666666	0.5	0.6666666666666666
static-visitor	1	1	1	1	1.0	1.0	1.0
mixpanel	4	2	4	4	0.5	1.0	1.0
directcast	14	8	13	13	0.5714285714285714	0.9285714285714286	0.9285714285714286
motivation	63	10	21	23	0.15873015873015872	0.3333333333333333	0.36507936507936506
reference-application	2	1	1	1	0.5	0.5	0.5
context.xml	15	8	13	14	0.5333333333333333	0.8666666666666667	0.9333333333333333
prototype	2089	1143	1566	1749	0.5471517472474868	0.7496409765438009	0.8372426998563907
blank-page	33	18	27	28	0.5454545454545454	0.8181818181818182	0.8484848484848485
capslock	29	6	12	12	0.20689655172413793	0.41379310344827586	0.41379310344827586
int64	28	20	23	26	0.7142857142857143	0.8214285714285714	0.9285714285714286
document-imaging	5	1	2	3	0.2	0.4	0.6
wndproc	77	33	65	69	0.42857142857142855	0.8441558441558441	0.8961038961038961
pydoc	18	13	13	15	0.7222222222222222	0.7222222222222222	0.8333333333333334
config	433	261	379	386	0.6027713625866051	0.8752886836027713	0.8914549653579676
external-process	61	9	21	27	0.14754098360655737	0.3442622950819672	0.4426229508196721
clearcase	473	332	349	421	0.7019027484143763	0.7378435517970402	0.8900634249471459
emboss	3	2	3	3	0.6666666666666666	1.0	1.0
compression	1415	553	796	893	0.3908127208480565	0.5625441696113074	0.631095406360424
ankh	2	2	1	2	1.0	0.5	1.0
choose	10	4	10	10	0.4	1.0	1.0
url-protocol	2	2	2	2	1.0	1.0	1.0
apriori	13	11	9	13	0.8461538461538461	0.6923076923076923	1.0
nsdecimalnumber	40	22	35	35	0.55	0.875	0.875
jquery-slide-effects	2	0	0	0	0.0	0.0	0.0
ubuntu-9.10	87	13	50	52	0.14942528735632185	0.5747126436781609	0.5977011494252874
system.web.caching	6	2	4	4	0.3333333333333333	0.6666666666666666	0.6666666666666666
director	25	15	22	24	0.6	0.88	0.96
non-unique-values	1	0	0	0	0.0	0.0	0.0
constructor-injection	24	15	15	19	0.625	0.625	0.7916666666666666
jxta	23	19	22	22	0.8260869565217391	0.9565217391304348	0.9565217391304348
symbols	333	153	211	236	0.4594594594594595	0.6336336336336337	0.7087087087087087
ruby-basics	2	0	0	0	0.0	0.0	0.0
soappy	41	30	36	39	0.7317073170731707	0.8780487804878049	0.9512195121951219
pydot	12	9	12	12	0.75	1.0	1.0
visual-studio-dbpro	19	2	6	7	0.10526315789473684	0.3157894736842105	0.3684210526315789
zeta-components	9	0	0	0	0.0	0.0	0.0
open-source-contributor	5	0	1	1	0.0	0.2	0.2
sql-update	211	115	128	168	0.5450236966824644	0.6066350710900474	0.7962085308056872
ysod	4	1	2	2	0.25	0.5	0.5
componet	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
application-planning	7	2	3	3	0.2857142857142857	0.42857142857142855	0.42857142857142855
python-twitter	15	11	13	14	0.7333333333333333	0.8666666666666667	0.9333333333333333
redeclaration	9	2	3	3	0.2222222222222222	0.3333333333333333	0.3333333333333333
sweeper	11	9	11	11	0.8181818181818182	1.0	1.0
cookiejar	12	5	7	7	0.4166666666666667	0.5833333333333334	0.5833333333333334
xmlconfigurator	6	1	3	3	0.16666666666666666	0.5	0.5
design-decisions	44	1	3	3	0.022727272727272728	0.06818181818181818	0.06818181818181818
text-capture	3	1	3	3	0.3333333333333333	1.0	1.0
istatelesssession	2	2	2	2	1.0	1.0	1.0
ubuntu-server	27	12	24	25	0.4444444444444444	0.8888888888888888	0.9259259259259259
shared-memory	288	176	221	233	0.6111111111111112	0.7673611111111112	0.8090277777777778
dreampie	1	1	1	1	1.0	1.0	1.0
linq-cast	1	0	1	1	0.0	1.0	1.0
instantclient	11	3	3	4	0.2727272727272727	0.2727272727272727	0.36363636363636365
android-textview	55	13	30	33	0.23636363636363636	0.5454545454545454	0.6
html-safe	15	7	13	14	0.4666666666666667	0.8666666666666667	0.9333333333333333
int32	26	15	20	21	0.5769230769230769	0.7692307692307693	0.8076923076923077
custom-widgets	4	1	1	1	0.25	0.25	0.25
titleview	11	7	11	11	0.6363636363636364	1.0	1.0
